codigo_uf;uf;codigo_do_territorio;territorio;tipo_rural_ou_cidadania;municipio;ibge
15;Pará;95;Transamazônica - PA;RC ;Brasil Novo;1501725
11;Rondônia;214;Cone Sul - RO;NV ;Cerejeiras;1100056
11;Rondônia;216;Zona da Mata - RO;NV ;Alta Floresta D`Oeste;1100015
11;Rondônia;98;Vale Do Jamarí - RO;RC ;Ariquemes;1100023
42;Santa Catarina;66;Oeste Catarinense - SC;TR ;Jardinópolis;4208955
11;Rondônia;214;Cone Sul - RO;NV ;Cabixi;1100031
42;Santa Catarina;238;Extremo Sul - SC;NV ;Jacinto Machado;4208708
11;Rondônia;152;Rio Machado - RO;TR ;Cacoal;1100049
11;Rondônia;215;Vale do Guaporé - RO;NV ;Costa Marques;1100080
11;Rondônia;216;Zona da Mata - RO;NV ;Nova Brasilândia D`Oeste;1100148
11;Rondônia;214;Cone Sul - RO;NV ;Colorado do Oeste;1100064
42;Santa Catarina;33;Meio Oeste Contestado - SC;RC ;Joaçaba;4209003
11;Rondônia;214;Cone Sul - RO;NV ;Corumbiara;1100072
42;Santa Catarina;239;Serra Mar - SC;NV ;Jaguaruna;4208807
11;Rondônia;152;Rio Machado - RO;TR ;Espigão D`Oeste;1100098
22;Piauí;96;Vale Do Guaribas - PI;RC ;Aroeiras do Itaim;2200954
11;Rondônia;53;Madeira Mamoré - RO;RC ;Guajará-Mirim;1100106
11;Rondônia;29;Central - RO;RC ;Jaru;1100114
24;Rio Grande do Norte;76;Seridó - RN;RC ;São Vicente;2413003
11;Rondônia;29;Central - RO;RC ;Ji-Paraná;1100122
42;Santa Catarina;33;Meio Oeste Contestado - SC;RC ;Jupiá;4209177
11;Rondônia;98;Vale Do Jamarí - RO;RC ;Machadinho D`Oeste;1100130
42;Santa Catarina;156;Serra Catarinense - SC;TR ;Lages;4209300
11;Rondônia;29;Central - RO;RC ;Ouro Preto do Oeste;1100155
42;Santa Catarina;11;Alto Vale do Itajaí - SC;TR ;Laurentino;4209508
11;Rondônia;152;Rio Machado - RO;TR ;Pimenta Bueno;1100189
42;Santa Catarina;155;Alto Vale do Rio do Peixe - SC;TR ;Lebon Régis;4209706
11;Rondônia;53;Madeira Mamoré - RO;RC ;Porto Velho;1100205
42;Santa Catarina;9;Alto Uruguai - SC;TR ;Lindóia do Sul;4209854
11;Rondônia;53;Madeira Mamoré - RO;RC ;Nova Mamoré;1100338
11;Rondônia;29;Central - RO;RC ;Alvorada D`Oeste;1100346
11;Rondônia;29;Central - RO;RC ;Presidente Médici;1100254
42;Santa Catarina;11;Alto Vale do Itajaí - SC;TR ;Lontras;4209904
11;Rondônia;98;Vale Do Jamarí - RO;RC ;Rio Crespo;1100262
42;Santa Catarina;33;Meio Oeste Contestado - SC;RC ;Luzerna;4210035
11;Rondônia;216;Zona da Mata - RO;NV ;Rolim de Moura;1100288
42;Santa Catarina;11;Alto Vale do Itajaí - SC;TR ;José Boiteux;4209151
11;Rondônia;98;Vale Do Jamarí - RO;RC ;Campo Novo de Rondônia;1100700
42;Santa Catarina;33;Meio Oeste Contestado - SC;RC ;Lacerdópolis;4209201
11;Rondônia;216;Zona da Mata - RO;NV ;Santa Luzia D`Oeste;1100296
11;Rondônia;214;Cone Sul - RO;NV ;Vilhena;1100304
42;Santa Catarina;70;Planalto Norte - SC;RC ;Mafra;4210100
11;Rondônia;215;Vale do Guaporé - RO;NV ;São Miguel do Guaporé;1100320
42;Santa Catarina;239;Serra Mar - SC;NV ;Laguna;4209409
11;Rondônia;216;Zona da Mata - RO;NV ;Alto Alegre dos Parecis;1100379
42;Santa Catarina;33;Meio Oeste Contestado - SC;RC ;Lajeado Grande;4209458
11;Rondônia;98;Vale Do Jamarí - RO;RC ;Alto Paraíso;1100403
11;Rondônia;98;Vale Do Jamarí - RO;RC ;Buritis;1100452
11;Rondônia;216;Zona da Mata - RO;NV ;Novo Horizonte do Oeste;1100502
11;Rondônia;98;Vale Do Jamarí - RO;RC ;Cacaulândia;1100601
42;Santa Catarina;239;Serra Mar - SC;NV ;Lauro Muller;4209607
11;Rondônia;53;Madeira Mamoré - RO;RC ;Candeias do Jamari;1100809
42;Santa Catarina;11;Alto Vale do Itajaí - SC;TR ;Leoberto Leal;4209805
11;Rondônia;29;Central - RO;RC ;Teixeirópolis;1101559
11;Rondônia;29;Central - RO;RC ;Theobroma;1101609
11;Rondônia;216;Zona da Mata - RO;NV ;Castanheiras;1100908
11;Rondônia;214;Cone Sul - RO;NV ;Chupinguaia;1100924
11;Rondônia;29;Central - RO;RC ;Nova União;1101435
11;Rondônia;98;Vale Do Jamarí - RO;RC ;Cujubim;1100940
12;Acre;4;Alto Acre e Capixaba - AC;RC ;Brasiléia;1200104
42;Santa Catarina;155;Alto Vale do Rio do Peixe - SC;TR ;Macieira;4210050
11;Rondônia;29;Central - RO;RC ;Governador Jorge Teixeira;1101005
11;Rondônia;152;Rio Machado - RO;TR ;Parecis;1101450
12;Acre;4;Alto Acre e Capixaba - AC;RC ;Capixaba;1200179
12;Acre;211;Tarauacá - Envira - AC;NV ;Feijó;1200302
11;Rondônia;53;Madeira Mamoré - RO;RC ;Itapuã do Oeste;1101104
11;Rondônia;152;Rio Machado - RO;TR ;Ministro Andreazza;1101203
11;Rondônia;29;Central - RO;RC ;Mirante da Serra;1101302
11;Rondônia;98;Vale Do Jamarí - RO;RC ;Monte Negro;1101401
11;Rondônia;214;Cone Sul - RO;NV ;Pimenteiras do Oeste;1101468
11;Rondônia;152;Rio Machado - RO;TR ;Primavera de Rondônia;1101476
11;Rondônia;152;Rio Machado - RO;TR ;São Felipe D`Oeste;1101484
11;Rondônia;215;Vale do Guaporé - RO;NV ;São Francisco do Guaporé;1101492
42;Santa Catarina;70;Planalto Norte - SC;RC ;Major Vieira;4210308
11;Rondônia;215;Vale do Guaporé - RO;NV ;Seringueiras;1101500
42;Santa Catarina;238;Extremo Sul - SC;NV ;Maracajá;4210407
11;Rondônia;29;Central - RO;RC ;Urupá;1101708
11;Rondônia;29;Central - RO;RC ;Vale do Anari;1101757
42;Santa Catarina;33;Meio Oeste Contestado - SC;RC ;Marema;4210555
11;Rondônia;29;Central - RO;RC ;Vale do Paraíso;1101807
12;Acre;144;Baixo Acre - AC;TR ;Acrelândia;1200013
12;Acre;4;Alto Acre e Capixaba - AC;RC ;Assis Brasil;1200054
12;Acre;144;Baixo Acre - AC;TR ;Bujari;1200138
42;Santa Catarina;70;Planalto Norte - SC;RC ;Matos Costa;4210704
12;Acre;106;Vale Do Juruá - AC;RC ;Cruzeiro do Sul;1200203
42;Santa Catarina;238;Extremo Sul - SC;NV ;Meleiro;4210803
12;Acre;4;Alto Acre e Capixaba - AC;RC ;Epitaciolândia;1200252
12;Acre;211;Tarauacá - Envira - AC;NV ;Jordão;1200328
12;Acre;106;Vale Do Juruá - AC;RC ;Mâncio Lima;1200336
42;Santa Catarina;11;Alto Vale do Itajaí - SC;TR ;Mirim Doce;4210852
12;Acre;106;Vale Do Juruá - AC;RC ;Marechal Thaumaturgo;1200351
12;Acre;144;Baixo Acre - AC;TR ;Plácido de Castro;1200385
12;Acre;106;Vale Do Juruá - AC;RC ;Porto Walter;1200393
12;Acre;144;Baixo Acre - AC;TR ;Rio Branco;1200401
12;Acre;106;Vale Do Juruá - AC;RC ;Rodrigues Alves;1200427
12;Acre;144;Baixo Acre - AC;TR ;Senador Guiomard;1200450
12;Acre;4;Alto Acre e Capixaba - AC;RC ;Xapuri;1200708
12;Acre;144;Baixo Acre - AC;TR ;Porto Acre;1200807
13;Amazonas;165;Mesorregião Alto Solimôes - AM;TC ;Amaturá;1300060
13;Amazonas;119;Madeira - AM;RC ;Apuí;1300144
13;Amazonas;165;Mesorregião Alto Solimôes - AM;TC ;Atalaia do Norte;1300201
13;Amazonas;44;Manaus e Entorno - AM;RC ;Autazes;1300300
13;Amazonas;136;Rio Negro da Cidadania Indígena - AM;RC ;Barcelos;1300409
13;Amazonas;17;Baixo Amazonas - AM;RC ;Barreirinha;1300508
13;Amazonas;165;Mesorregião Alto Solimôes - AM;TC ;Benjamin Constant;1300607
13;Amazonas;17;Baixo Amazonas - AM;RC ;Boa Vista do Ramos;1300680
13;Amazonas;119;Madeira - AM;RC ;Borba;1300805
13;Amazonas;137;Médio Juruá - AM;TR ;Carauari;1301001
13;Amazonas;44;Manaus e Entorno - AM;RC ;Careiro;1301100
13;Amazonas;44;Manaus e Entorno - AM;RC ;Careiro da Várzea;1301159
13;Amazonas;6;Alto Juruá - AM;RC ;Eirunepé;1301407
13;Amazonas;6;Alto Juruá - AM;RC ;Envira;1301506
13;Amazonas;165;Mesorregião Alto Solimôes - AM;TC ;Fonte Boa;1301605
13;Amazonas;6;Alto Juruá - AM;RC ;Guajará;1301654
13;Amazonas;119;Madeira - AM;RC ;Humaitá;1301704
13;Amazonas;6;Alto Juruá - AM;RC ;Ipixuna;1301803
13;Amazonas;44;Manaus e Entorno - AM;RC ;Iranduba;1301852
13;Amazonas;44;Manaus e Entorno - AM;RC ;Itacoatiara;1301902
13;Amazonas;137;Médio Juruá - AM;TR ;Itamarati;1301951
13;Amazonas;44;Manaus e Entorno - AM;RC ;Itapiranga;1302009
13;Amazonas;137;Médio Juruá - AM;TR ;Juruá;1302207
13;Amazonas;165;Mesorregião Alto Solimôes - AM;TC ;Jutaí;1302306
12;Acre;211;Tarauacá - Envira - AC;NV ;Tarauacá;1200609
13;Amazonas;44;Manaus e Entorno - AM;RC ;Manaquiri;1302553
13;Amazonas;44;Manaus e Entorno - AM;RC ;Manaus;1302603
13;Amazonas;119;Madeira - AM;RC ;Manicoré;1302702
13;Amazonas;17;Baixo Amazonas - AM;RC ;Maués;1302900
13;Amazonas;17;Baixo Amazonas - AM;RC ;Nhamundá;1303007
13;Amazonas;44;Manaus e Entorno - AM;RC ;Nova Olinda do Norte;1303106
13;Amazonas;119;Madeira - AM;RC ;Novo Aripuanã;1303304
13;Amazonas;17;Baixo Amazonas - AM;RC ;Parintins;1303403
13;Amazonas;44;Manaus e Entorno - AM;RC ;Presidente Figueiredo;1303536
13;Amazonas;44;Manaus e Entorno - AM;RC ;Rio Preto da Eva;1303569
13;Amazonas;136;Rio Negro da Cidadania Indígena - AM;RC ;Santa Isabel do Rio Negro;1303601
13;Amazonas;165;Mesorregião Alto Solimôes - AM;TC ;Santo Antônio do Içá;1303700
13;Amazonas;136;Rio Negro da Cidadania Indígena - AM;RC ;São Gabriel da Cachoeira;1303809
13;Amazonas;165;Mesorregião Alto Solimôes - AM;TC ;São Paulo de Olivença;1303908
13;Amazonas;17;Baixo Amazonas - AM;RC ;São Sebastião do Uatumã;1303957
13;Amazonas;44;Manaus e Entorno - AM;RC ;Silves;1304005
13;Amazonas;165;Mesorregião Alto Solimôes - AM;TC ;Tabatinga;1304062
13;Amazonas;165;Mesorregião Alto Solimôes - AM;TC ;Tonantins;1304237
13;Amazonas;17;Baixo Amazonas - AM;RC ;Urucará;1304302
13;Amazonas;44;Manaus e Entorno - AM;RC ;Urucurituba;1304401
14;Roraima;218;Norte - RR;NV ;Amajari;1400027
14;Roraima;217;Centro - RR;NV ;Alto Alegre;1400050
14;Roraima;218;Norte - RR;NV ;Boa Vista;1400100
14;Roraima;218;Norte - RR;NV ;Bonfim;1400159
14;Roraima;218;Norte - RR;NV ;Cantá;1400175
14;Roraima;91;Sul De Roraima - RR;RC ;Caracaraí;1400209
14;Roraima;91;Sul De Roraima - RR;RC ;Caroebe;1400233
14;Roraima;217;Centro - RR;NV ;Iracema;1400282
14;Roraima;217;Centro - RR;NV ;Mucajaí;1400308
14;Roraima;122;Terra Indígena Raposa Serra do Sol e São Marcos - RR;RC ;Normandia;1400407
14;Roraima;122;Terra Indígena Raposa Serra do Sol e São Marcos - RR;RC ;Pacaraima;1400456
14;Roraima;91;Sul De Roraima - RR;RC ;Rorainópolis;1400472
14;Roraima;91;Sul De Roraima - RR;RC ;São João da Baliza;1400506
14;Roraima;91;Sul De Roraima - RR;RC ;São Luiz;1400605
14;Roraima;122;Terra Indígena Raposa Serra do Sol e São Marcos - RR;RC ;Uiramutã;1400704
15;Pará;130;Baixo Tocantins - PA;RC ;Abaetetuba;1500107
15;Pará;61;Nordeste Paraense - PA;RC ;Abel Figueiredo;1500131
15;Pará;130;Baixo Tocantins - PA;RC ;Acará;1500206
15;Pará;129;Marajó - PA;RC ;Afuá;1500305
15;Pará;92;Sul Do Pará/Alto Xingu - PA;RC ;Água Azul do Norte;1500347
15;Pará;18;Baixo Amazonas - PA;RC ;Alenquer;1500404
15;Pará;18;Baixo Amazonas - PA;RC ;Almeirim;1500503
15;Pará;95;Transamazônica - PA;RC ;Altamira;1500602
15;Pará;129;Marajó - PA;RC ;Anajás;1500701
15;Pará;95;Transamazônica - PA;RC ;Anapu;1500859
15;Pará;212;Nordeste I - PA;NV ;Augusto Corrêa;1500909
15;Pará;61;Nordeste Paraense - PA;RC ;Aurora do Pará;1500958
15;Pará;114;BR 163 - PA;RC ;Aveiro;1501006
15;Pará;129;Marajó - PA;RC ;Bagre;1501105
15;Pará;130;Baixo Tocantins - PA;RC ;Baião;1501204
15;Pará;92;Sul Do Pará/Alto Xingu - PA;RC ;Bannach;1501253
15;Pará;130;Baixo Tocantins - PA;RC ;Barcarena;1501303
15;Pará;18;Baixo Amazonas - PA;RC ;Belterra;1501451
15;Pará;87;Sudeste Paraense - PA;RC ;Bom Jesus do Tocantins;1501576
15;Pará;212;Nordeste I - PA;NV ;Bonito;1501600
15;Pará;212;Nordeste I - PA;NV ;Bragança;1501709
15;Pará;87;Sudeste Paraense - PA;RC ;Brejo Grande do Araguaia;1501758
15;Pará;129;Marajó - PA;RC ;Breves;1501808
15;Pará;61;Nordeste Paraense - PA;RC ;Bujaru;1501907
15;Pará;61;Nordeste Paraense - PA;RC ;Cachoeira do Piriá;1501956
15;Pará;129;Marajó - PA;RC ;Cachoeira do Arari;1502004
15;Pará;130;Baixo Tocantins - PA;RC ;Cametá;1502103
15;Pará;87;Sudeste Paraense - PA;RC ;Canaã dos Carajás;1502152
15;Pará;212;Nordeste I - PA;NV ;Capanema;1502202
15;Pará;61;Nordeste Paraense - PA;RC ;Capitão Poço;1502301
15;Pará;213;Salgado - PA;NV ;Castanhal;1502400
15;Pará;129;Marajó - PA;RC ;Chaves;1502509
15;Pará;213;Salgado - PA;NV ;Colares;1502608
15;Pará;92;Sul Do Pará/Alto Xingu - PA;RC ;Conceição do Araguaia;1502707
15;Pará;61;Nordeste Paraense - PA;RC ;Concórdia do Pará;1502756
15;Pará;92;Sul Do Pará/Alto Xingu - PA;RC ;Cumaru do Norte;1502764
15;Pará;87;Sudeste Paraense - PA;RC ;Curionópolis;1502772
15;Pará;129;Marajó - PA;RC ;Curralinho;1502806
15;Pará;18;Baixo Amazonas - PA;RC ;Curuá;1502855
15;Pará;213;Salgado - PA;NV ;Curuçá;1502905
15;Pará;61;Nordeste Paraense - PA;RC ;Dom Eliseu;1502939
15;Pará;87;Sudeste Paraense - PA;RC ;Eldorado dos Carajás;1502954
15;Pará;18;Baixo Amazonas - PA;RC ;Faro;1503002
15;Pará;92;Sul Do Pará/Alto Xingu - PA;RC ;Floresta do Araguaia;1503044
15;Pará;61;Nordeste Paraense - PA;RC ;Garrafão do Norte;1503077
15;Pará;129;Marajó - PA;RC ;Gurupá;1503101
15;Pará;213;Salgado - PA;NV ;Igarapé-Açu;1503200
15;Pará;130;Baixo Tocantins - PA;RC ;Igarapé-Miri;1503309
15;Pará;213;Salgado - PA;NV ;Inhangapi;1503408
15;Pará;61;Nordeste Paraense - PA;RC ;Ipixuna do Pará;1503457
15;Pará;61;Nordeste Paraense - PA;RC ;Irituia;1503507
15;Pará;114;BR 163 - PA;RC ;Itaituba;1503606
15;Pará;87;Sudeste Paraense - PA;RC ;Itupiranga;1503705
15;Pará;114;BR 163 - PA;RC ;Jacareacanga;1503754
15;Pará;18;Baixo Amazonas - PA;RC ;Juruti;1503903
15;Pará;130;Baixo Tocantins - PA;RC ;Limoeiro do Ajuru;1504000
15;Pará;61;Nordeste Paraense - PA;RC ;Mãe do Rio;1504059
15;Pará;213;Salgado - PA;NV ;Magalhães Barata;1504109
15;Pará;87;Sudeste Paraense - PA;RC ;Marabá;1504208
15;Pará;213;Salgado - PA;NV ;Maracanã;1504307
15;Pará;213;Salgado - PA;NV ;Marapanim;1504406
15;Pará;95;Transamazônica - PA;RC ;Medicilândia;1504455
15;Pará;129;Marajó - PA;RC ;Melgaço;1504505
15;Pará;130;Baixo Tocantins - PA;RC ;Mocajuba;1504604
15;Pará;130;Baixo Tocantins - PA;RC ;Moju;1504703
15;Pará;18;Baixo Amazonas - PA;RC ;Monte Alegre;1504802
15;Pará;129;Marajó - PA;RC ;Muaná;1504901
15;Pará;61;Nordeste Paraense - PA;RC ;Nova Esperança do Piriá;1504950
15;Pará;87;Sudeste Paraense - PA;RC ;Nova Ipixuna;1504976
15;Pará;212;Nordeste I - PA;NV ;Nova Timboteua;1505007
15;Pará;114;BR 163 - PA;RC ;Novo Progresso;1505031
15;Pará;18;Baixo Amazonas - PA;RC ;Óbidos;1505106
15;Pará;130;Baixo Tocantins - PA;RC ;Oeiras do Pará;1505205
15;Pará;18;Baixo Amazonas - PA;RC ;Oriximiná;1505304
15;Pará;61;Nordeste Paraense - PA;RC ;Ourém;1505403
15;Pará;92;Sul Do Pará/Alto Xingu - PA;RC ;Ourilândia do Norte;1505437
15;Pará;95;Transamazônica - PA;RC ;Pacajá;1505486
15;Pará;87;Sudeste Paraense - PA;RC ;Palestina do Pará;1505494
15;Pará;61;Nordeste Paraense - PA;RC ;Paragominas;1505502
15;Pará;87;Sudeste Paraense - PA;RC ;Parauapebas;1505536
15;Pará;92;Sul Do Pará/Alto Xingu - PA;RC ;Pau D`Arco;1505551
15;Pará;212;Nordeste I - PA;NV ;Peixe-Boi;1505601
15;Pará;87;Sudeste Paraense - PA;RC ;Piçarra;1505635
15;Pará;95;Transamazônica - PA;RC ;Placas;1505650
15;Pará;129;Marajó - PA;RC ;Ponta de Pedras;1505700
15;Pará;129;Marajó - PA;RC ;Portel;1505809
15;Pará;95;Transamazônica - PA;RC ;Porto de Moz;1505908
15;Pará;18;Baixo Amazonas - PA;RC ;Prainha;1506005
15;Pará;212;Nordeste I - PA;NV ;Primavera;1506104
15;Pará;212;Nordeste I - PA;NV ;Quatipuru;1506112
15;Pará;92;Sul Do Pará/Alto Xingu - PA;RC ;Redenção;1506138
15;Pará;92;Sul Do Pará/Alto Xingu - PA;RC ;Rio Maria;1506161
15;Pará;61;Nordeste Paraense - PA;RC ;Rondon do Pará;1506187
15;Pará;114;BR 163 - PA;RC ;Rurópolis;1506195
15;Pará;212;Nordeste I - PA;NV ;Salinópolis;1506203
15;Pará;129;Marajó - PA;RC ;Salvaterra;1506302
15;Pará;129;Marajó - PA;RC ;Santa Cruz do Arari;1506401
17;Tocantins;22;Bico Do Papagaio - TO;RC ;Sampaio;1718808
15;Pará;213;Salgado - PA;NV ;Santa Isabel do Pará;1506500
15;Pará;61;Nordeste Paraense - PA;RC ;Santa Luzia do Pará;1506559
15;Pará;92;Sul Do Pará/Alto Xingu - PA;RC ;Santa Maria das Barreiras;1506583
15;Pará;213;Salgado - PA;NV ;Santa Maria do Pará;1506609
15;Pará;92;Sul Do Pará/Alto Xingu - PA;RC ;Santana do Araguaia;1506708
15;Pará;18;Baixo Amazonas - PA;RC ;Santarém;1506807
15;Pará;212;Nordeste I - PA;NV ;Santarém Novo;1506906
15;Pará;213;Salgado - PA;NV ;Santo Antônio do Tauá;1507003
15;Pará;213;Salgado - PA;NV ;São Caetano de Odivelas;1507102
15;Pará;87;Sudeste Paraense - PA;RC ;São Domingos do Araguaia;1507151
15;Pará;61;Nordeste Paraense - PA;RC ;São Domingos do Capim;1507201
15;Pará;92;Sul Do Pará/Alto Xingu - PA;RC ;São Félix do Xingu;1507300
15;Pará;213;Salgado - PA;NV ;São Francisco do Pará;1507409
15;Pará;87;Sudeste Paraense - PA;RC ;São Geraldo do Araguaia;1507458
15;Pará;213;Salgado - PA;NV ;São João da Ponta;1507466
15;Pará;212;Nordeste I - PA;NV ;São João de Pirabas;1507474
15;Pará;87;Sudeste Paraense - PA;RC ;São João do Araguaia;1507508
15;Pará;61;Nordeste Paraense - PA;RC ;São Miguel do Guamá;1507607
15;Pará;129;Marajó - PA;RC ;São Sebastião da Boa Vista;1507706
15;Pará;92;Sul Do Pará/Alto Xingu - PA;RC ;Sapucaia;1507755
15;Pará;95;Transamazônica - PA;RC ;Senador José Porfírio;1507805
15;Pará;129;Marajó - PA;RC ;Soure;1507904
15;Pará;130;Baixo Tocantins - PA;RC ;Tailândia;1507953
15;Pará;213;Salgado - PA;NV ;Terra Alta;1507961
15;Pará;18;Baixo Amazonas - PA;RC ;Terra Santa;1507979
15;Pará;61;Nordeste Paraense - PA;RC ;Tomé-Açu;1508001
15;Pará;212;Nordeste I - PA;NV ;Tracuateua;1508035
15;Pará;114;BR 163 - PA;RC ;Trairão;1508050
15;Pará;92;Sul Do Pará/Alto Xingu - PA;RC ;Tucumã;1508084
15;Pará;61;Nordeste Paraense - PA;RC ;Ulianópolis;1508126
15;Pará;95;Transamazônica - PA;RC ;Uruará;1508159
15;Pará;213;Salgado - PA;NV ;Vigia;1508209
15;Pará;212;Nordeste I - PA;NV ;Viseu;1508308
15;Pará;95;Transamazônica - PA;RC ;Vitória do Xingu;1508357
15;Pará;92;Sul Do Pará/Alto Xingu - PA;RC ;Xinguara;1508407
16;Amapá;94;Centro Oeste - AP;RC ;Serra do Navio;1600055
16;Amapá;112;Dos Lagos - AP;RC ;Amapá;1600105
16;Amapá;94;Centro Oeste - AP;RC ;Pedra Branca do Amaparí;1600154
16;Amapá;154;Extremo Norte - AP;TR ;Calçoene;1600204
16;Amapá;94;Centro Oeste - AP;RC ;Ferreira Gomes;1600238
16;Amapá;111;Sul Do Amapá - AP;RC ;Laranjal do Jari;1600279
16;Amapá;111;Sul Do Amapá - AP;RC ;Mazagão;1600402
16;Amapá;154;Extremo Norte - AP;TR ;Oiapoque;1600501
16;Amapá;94;Centro Oeste - AP;RC ;Porto Grande;1600535
16;Amapá;112;Dos Lagos - AP;RC ;Pracuúba;1600550
16;Amapá;111;Sul Do Amapá - AP;RC ;Vitória do Jari;1600808
17;Tocantins;13;Apa Cantão - TO;TR ;Abreulândia;1700251
17;Tocantins;22;Bico Do Papagaio - TO;RC ;Aguiarnópolis;1700301
17;Tocantins;124;Sudeste - TO;RC ;Almas;1700400
17;Tocantins;220;Sul de Tocantins - TO;NV ;Alvorada;1700707
17;Tocantins;22;Bico Do Papagaio - TO;RC ;Ananás;1701002
17;Tocantins;22;Bico Do Papagaio - TO;RC ;Angico;1701051
17;Tocantins;13;Apa Cantão - TO;TR ;Araguacema;1701903
17;Tocantins;220;Sul de Tocantins - TO;NV ;Araguaçu;1702000
17;Tocantins;22;Bico Do Papagaio - TO;RC ;Araguatins;1702208
17;Tocantins;138;Médio Araguaia - TO;TR ;Arapoema;1702307
17;Tocantins;124;Sudeste - TO;RC ;Arraias;1702406
17;Tocantins;22;Bico Do Papagaio - TO;RC ;Augustinópolis;1702554
17;Tocantins;124;Sudeste - TO;RC ;Aurora do Tocantins;1702703
17;Tocantins;22;Bico Do Papagaio - TO;RC ;Axixá do Tocantins;1702901
17;Tocantins;219;Nordeste de Tocantins - TO;NV ;Babaçulândia;1703008
17;Tocantins;138;Médio Araguaia - TO;TR ;Bandeirantes do Tocantins;1703057
17;Tocantins;219;Nordeste de Tocantins - TO;NV ;Barra do Ouro;1703073
17;Tocantins;138;Médio Araguaia - TO;TR ;Bernardo Sayão;1703206
17;Tocantins;219;Nordeste de Tocantins - TO;NV ;Bom Jesus do Tocantins;1703305
17;Tocantins;220;Sul de Tocantins - TO;NV ;Brejinho de Nazaré;1703701
17;Tocantins;22;Bico Do Papagaio - TO;RC ;Buriti do Tocantins;1703800
17;Tocantins;219;Nordeste de Tocantins - TO;NV ;Campos Lindos;1703842
17;Tocantins;220;Sul de Tocantins - TO;NV ;Cariri do Tocantins;1703867
17;Tocantins;22;Bico Do Papagaio - TO;RC ;Carrasco Bonito;1703891
17;Tocantins;13;Apa Cantão - TO;TR ;Caseara;1703909
16;Amapá;112;Dos Lagos - AP;RC ;Tartarugalzinho;1600709
17;Tocantins;13;Apa Cantão - TO;TR ;Chapada de Areia;1704600
17;Tocantins;124;Sudeste - TO;RC ;Chapada da Natividade;1705102
17;Tocantins;124;Sudeste - TO;RC ;Combinado;1705557
17;Tocantins;124;Sudeste - TO;RC ;Conceição do Tocantins;1705607
17;Tocantins;138;Médio Araguaia - TO;TR ;Couto de Magalhães;1706001
17;Tocantins;22;Bico Do Papagaio - TO;RC ;Darcinópolis;1706506
17;Tocantins;124;Sudeste - TO;RC ;Dianópolis;1707009
17;Tocantins;13;Apa Cantão - TO;TR ;Divinópolis do Tocantins;1707108
17;Tocantins;13;Apa Cantão - TO;TR ;Dois Irmãos do Tocantins;1707207
17;Tocantins;220;Sul de Tocantins - TO;NV ;Dueré;1707306
17;Tocantins;22;Bico Do Papagaio - TO;RC ;Esperantina;1707405
17;Tocantins;219;Nordeste de Tocantins - TO;NV ;Filadélfia;1707702
17;Tocantins;220;Sul de Tocantins - TO;NV ;Formoso do Araguaia;1708205
17;Tocantins;138;Médio Araguaia - TO;TR ;Goianorte;1708304
17;Tocantins;219;Nordeste de Tocantins - TO;NV ;Goiatins;1709005
17;Tocantins;219;Nordeste de Tocantins - TO;NV ;Itacajá;1710508
17;Tocantins;22;Bico Do Papagaio - TO;RC ;Itaguatins;1710706
17;Tocantins;219;Nordeste de Tocantins - TO;NV ;Itapiratins;1710904
17;Tocantins;22;Bico Do Papagaio - TO;RC ;Cachoeirinha;1703826
17;Tocantins;138;Médio Araguaia - TO;TR ;Itaporã do Tocantins;1711100
17;Tocantins;220;Sul de Tocantins - TO;NV ;Jaú do Tocantins;1711506
17;Tocantins;138;Médio Araguaia - TO;TR ;Juarina;1711803
17;Tocantins;219;Nordeste de Tocantins - TO;NV ;Centenário;1704105
17;Tocantins;107;Jalapão - TO;RC ;Lagoa do Tocantins;1711951
17;Tocantins;124;Sudeste - TO;RC ;Lavandeira;1712157
17;Tocantins;107;Jalapão - TO;RC ;Lizarda;1712405
17;Tocantins;22;Bico Do Papagaio - TO;RC ;Luzinópolis;1712454
17;Tocantins;13;Apa Cantão - TO;TR ;Marianópolis do Tocantins;1712504
17;Tocantins;107;Jalapão - TO;RC ;Mateiros;1712702
17;Tocantins;22;Bico Do Papagaio - TO;RC ;Maurilândia do Tocantins;1712801
17;Tocantins;13;Apa Cantão - TO;TR ;Monte Santo do Tocantins;1713700
17;Tocantins;22;Bico Do Papagaio - TO;RC ;Palmeiras do Tocantins;1713809
17;Tocantins;220;Sul de Tocantins - TO;NV ;Figueirópolis;1707652
17;Tocantins;124;Sudeste - TO;RC ;Natividade;1714203
17;Tocantins;22;Bico Do Papagaio - TO;RC ;Nazaré;1714302
17;Tocantins;107;Jalapão - TO;RC ;Novo Acordo;1715101
17;Tocantins;124;Sudeste - TO;RC ;Novo Alegre;1715150
17;Tocantins;124;Sudeste - TO;RC ;Novo Jardim;1715259
17;Tocantins;219;Nordeste de Tocantins - TO;NV ;Palmeirante;1715705
17;Tocantins;124;Sudeste - TO;RC ;Palmeirópolis;1715754
17;Tocantins;124;Sudeste - TO;RC ;Paranã;1716208
17;Tocantins;138;Médio Araguaia - TO;TR ;Pau D`Arco;1716307
17;Tocantins;219;Nordeste de Tocantins - TO;NV ;Pedro Afonso;1716505
17;Tocantins;220;Sul de Tocantins - TO;NV ;Peixe;1716604
17;Tocantins;138;Médio Araguaia - TO;TR ;Pequizeiro;1716653
