codigo_uf;uf;codigo_do_territorio;territorio;tipo_rural_ou_cidadania;municipio;ibge
25;Paraíba;27;Cariri Ocidental - PB;RC ;Congo;2504702
25;Paraíba;203;Vale do Piancó - PB;NV ;Coremas;2504801
25;Paraíba;27;Cariri Ocidental - PB;RC ;Coxixola;2504850
25;Paraíba;103;Zona Da Mata Norte - PB;RC ;Cruz do Espírito Santo;2504900
25;Paraíba;200;Seridó Paraibano - PB;NV ;Cubati;2505006
25;Paraíba;160;Curimataú - PB;RC ;Cuité;2505105
25;Paraíba;199;Piemonte da Borborema - PB;NV ;Cuitegi;2505204
25;Paraíba;103;Zona Da Mata Norte - PB;RC ;Cuité de Mamanguape;2505238
25;Paraíba;103;Zona Da Mata Norte - PB;RC ;Curral de Cima;2505279
25;Paraíba;203;Vale do Piancó - PB;NV ;Curral Velho;2505303
25;Paraíba;160;Curimataú - PB;RC ;Damião;2505352
25;Paraíba;59;Médio Sertão - PB;RC ;Desterro;2505402
25;Paraíba;59;Médio Sertão - PB;RC ;Vista Serrana;2505501
25;Paraíba;203;Vale do Piancó - PB;NV ;Diamante;2505600
25;Paraíba;199;Piemonte da Borborema - PB;NV ;Dona Inês;2505709
25;Paraíba;199;Piemonte da Borborema - PB;NV ;Duas Estradas;2505808
25;Paraíba;203;Vale do Piancó - PB;NV ;Emas;2505907
25;Paraíba;24;Borborema - PB;RC ;Esperança;2506004
25;Paraíba;202;Vale do Paraíba - PB;NV ;Fagundes;2506103
25;Paraíba;160;Curimataú - PB;RC ;Frei Martinho;2506202
25;Paraíba;202;Vale do Paraíba - PB;NV ;Gado Bravo;2506251
25;Paraíba;199;Piemonte da Borborema - PB;NV ;Guarabira;2506301
25;Paraíba;202;Vale do Paraíba - PB;NV ;Gurinhém;2506400
25;Paraíba;159;Cariri Oriental - PB;TR ;Gurjão;2506509
25;Paraíba;203;Vale do Piancó - PB;NV ;Ibiara;2506608
25;Paraíba;59;Médio Sertão - PB;RC ;Imaculada;2506707
25;Paraíba;202;Vale do Paraíba - PB;NV ;Ingá;2506806
25;Paraíba;120;Zona Da Mata Sul - PB;RC ;Itabaiana;2506905
25;Paraíba;203;Vale do Piancó - PB;NV ;Itaporanga;2507002
25;Paraíba;103;Zona Da Mata Norte - PB;RC ;Itapororoca;2507101
25;Paraíba;202;Vale do Paraíba - PB;NV ;Itatuba;2507200
25;Paraíba;103;Zona Da Mata Norte - PB;RC ;Jacaraú;2507309
25;Paraíba;198;Médio Piranhas - PB;NV ;Jericó;2507408
25;Paraíba;120;Zona Da Mata Sul - PB;RC ;João Pessoa;2507507
25;Paraíba;202;Vale do Paraíba - PB;NV ;Juarez Távora;2507606
25;Paraíba;200;Seridó Paraibano - PB;NV ;Juazeirinho;2507705
25;Paraíba;59;Médio Sertão - PB;RC ;Junco do Seridó;2507804
25;Paraíba;120;Zona Da Mata Sul - PB;RC ;Juripiranga;2507903
25;Paraíba;201;Serra do Teixeira (Princesa) - PB;NV ;Juru;2508000
25;Paraíba;198;Médio Piranhas - PB;NV ;Lagoa;2508109
25;Paraíba;199;Piemonte da Borborema - PB;NV ;Lagoa de Dentro;2508208
25;Paraíba;24;Borborema - PB;RC ;Lagoa Seca;2508307
25;Paraíba;204;Vale do Piranhas - PB;NV ;Lastro;2508406
25;Paraíba;27;Cariri Ocidental - PB;RC ;Livramento;2508505
25;Paraíba;199;Piemonte da Borborema - PB;NV ;Logradouro;2508554
25;Paraíba;103;Zona Da Mata Norte - PB;RC ;Lucena;2508604
25;Paraíba;59;Médio Sertão - PB;RC ;Mãe d`Água;2508703
25;Paraíba;59;Médio Sertão - PB;RC ;Malta;2508802
25;Paraíba;103;Zona Da Mata Norte - PB;RC ;Mamanguape;2508901
25;Paraíba;201;Serra do Teixeira (Princesa) - PB;NV ;Manaíra;2509008
25;Paraíba;103;Zona Da Mata Norte - PB;RC ;Marcação;2509057
25;Paraíba;103;Zona Da Mata Norte - PB;RC ;Mari;2509107
25;Paraíba;204;Vale do Piranhas - PB;NV ;Marizópolis;2509156
25;Paraíba;24;Borborema - PB;RC ;Massaranduba;2509206
25;Paraíba;103;Zona Da Mata Norte - PB;RC ;Mataraca;2509305
25;Paraíba;24;Borborema - PB;RC ;Matinhas;2509339
25;Paraíba;198;Médio Piranhas - PB;NV ;Mato Grosso;2509370
25;Paraíba;59;Médio Sertão - PB;RC ;Maturéia;2509396
25;Paraíba;202;Vale do Paraíba - PB;NV ;Mogeiro;2509404
25;Paraíba;24;Borborema - PB;RC ;Montadas;2509503
25;Paraíba;197;Alto Sertão - PB;NV ;Monte Horebe;2509602
25;Paraíba;27;Cariri Ocidental - PB;RC ;Monteiro;2509701
25;Paraíba;199;Piemonte da Borborema - PB;NV ;Mulungu;2509800
25;Paraíba;202;Vale do Paraíba - PB;NV ;Natuba;2509909
25;Paraíba;204;Vale do Piranhas - PB;NV ;Nazarezinho;2510006
25;Paraíba;160;Curimataú - PB;RC ;Nova Floresta;2510105
25;Paraíba;203;Vale do Piancó - PB;NV ;Nova Olinda;2510204
25;Paraíba;160;Curimataú - PB;RC ;Nova Palmeira;2510303
25;Paraíba;203;Vale do Piancó - PB;NV ;Olho d`Água;2510402
25;Paraíba;200;Seridó Paraibano - PB;NV ;Olivedos;2510501
25;Paraíba;27;Cariri Ocidental - PB;RC ;Ouro Velho;2510600
25;Paraíba;27;Cariri Ocidental - PB;RC ;Parari;2510659
25;Paraíba;59;Médio Sertão - PB;RC ;Passagem;2510709
25;Paraíba;59;Médio Sertão - PB;RC ;Patos;2510808
25;Paraíba;198;Médio Piranhas - PB;NV ;Paulista;2510907
25;Paraíba;203;Vale do Piancó - PB;NV ;Pedra Branca;2511004
25;Paraíba;200;Seridó Paraibano - PB;NV ;Pedra Lavrada;2511103
25;Paraíba;120;Zona Da Mata Sul - PB;RC ;Pedras de Fogo;2511202
25;Paraíba;203;Vale do Piancó - PB;NV ;Piancó;2511301
25;Paraíba;160;Curimataú - PB;RC ;Picuí;2511400
25;Paraíba;120;Zona Da Mata Sul - PB;RC ;Pilar;2511509
25;Paraíba;24;Borborema - PB;RC ;Pilões;2511608
25;Paraíba;199;Piemonte da Borborema - PB;NV ;Pilõezinhos;2511707
25;Paraíba;199;Piemonte da Borborema - PB;NV ;Pirpirituba;2511806
25;Paraíba;120;Zona Da Mata Sul - PB;RC ;Pitimbu;2511905
25;Paraíba;200;Seridó Paraibano - PB;NV ;Pocinhos;2512002
25;Paraíba;197;Alto Sertão - PB;NV ;Poço Dantas;2512036
25;Paraíba;197;Alto Sertão - PB;NV ;Poço de José de Moura;2512077
25;Paraíba;198;Médio Piranhas - PB;NV ;Pombal;2512101
25;Paraíba;27;Cariri Ocidental - PB;RC ;Prata;2512200
25;Paraíba;201;Serra do Teixeira (Princesa) - PB;NV ;Princesa Isabel;2512309
25;Paraíba;24;Borborema - PB;RC ;Puxinanã;2512408
25;Paraíba;24;Borborema - PB;RC ;Queimadas;2512507
25;Paraíba;59;Médio Sertão - PB;RC ;Quixabá;2512606
25;Paraíba;24;Borborema - PB;RC ;Remígio;2512705
25;Paraíba;103;Zona Da Mata Norte - PB;RC ;Pedro Régis;2512721
25;Paraíba;199;Piemonte da Borborema - PB;NV ;Riachão;2512747
25;Paraíba;202;Vale do Paraíba - PB;NV ;Riachão do Bacamarte;2512754
25;Paraíba;103;Zona Da Mata Norte - PB;RC ;Riachão do Poço;2512762
25;Paraíba;159;Cariri Oriental - PB;TR ;Riacho de Santo Antônio;2512788
25;Paraíba;198;Médio Piranhas - PB;NV ;Riacho dos Cavalos;2512804
25;Paraíba;103;Zona Da Mata Norte - PB;RC ;Rio Tinto;2512903
25;Paraíba;59;Médio Sertão - PB;RC ;Salgadinho;2513000
25;Paraíba;202;Vale do Paraíba - PB;NV ;Salgado de São Félix;2513109
25;Paraíba;202;Vale do Paraíba - PB;NV ;Santa Cecília;2513158
25;Paraíba;204;Vale do Piranhas - PB;NV ;Santa Cruz;2513208
25;Paraíba;197;Alto Sertão - PB;NV ;Santa Helena;2513307
25;Paraíba;203;Vale do Piancó - PB;NV ;Santa Inês;2513356
25;Paraíba;59;Médio Sertão - PB;RC ;Santa Luzia;2513406
25;Paraíba;203;Vale do Piancó - PB;NV ;Santana de Mangueira;2513505
25;Paraíba;203;Vale do Piancó - PB;NV ;Santana dos Garrotes;2513604
25;Paraíba;197;Alto Sertão - PB;NV ;Santarém;2513653
25;Paraíba;103;Zona Da Mata Norte - PB;RC ;Santa Rita;2513703
25;Paraíba;59;Médio Sertão - PB;RC ;Santa Teresinha;2513802
25;Paraíba;159;Cariri Oriental - PB;TR ;Santo André;2513851
25;Paraíba;198;Médio Piranhas - PB;NV ;São Bento;2513901
25;Paraíba;198;Médio Piranhas - PB;NV ;São Bentinho;2513927
25;Paraíba;159;Cariri Oriental - PB;TR ;São Domingos do Cariri;2513943
25;Paraíba;198;Médio Piranhas - PB;NV ;São Domingos de Pombal;2513968
25;Paraíba;204;Vale do Piranhas - PB;NV ;São Francisco;2513984
25;Paraíba;159;Cariri Oriental - PB;TR ;São João do Cariri;2514008
25;Paraíba;27;Cariri Ocidental - PB;RC ;São João do Tigre;2514107
25;Paraíba;204;Vale do Piranhas - PB;NV ;São José da Lagoa Tapada;2514206
25;Paraíba;203;Vale do Piancó - PB;NV ;São José de Caiana;2514305
25;Paraíba;59;Médio Sertão - PB;RC ;São José de Espinharas;2514404
25;Paraíba;120;Zona Da Mata Sul - PB;RC ;São José dos Ramos;2514453
25;Paraíba;197;Alto Sertão - PB;NV ;São José de Piranhas;2514503
25;Paraíba;201;Serra do Teixeira (Princesa) - PB;NV ;São José de Princesa;2514552
25;Paraíba;59;Médio Sertão - PB;RC ;São José do Bonfim;2514602
25;Paraíba;198;Médio Piranhas - PB;NV ;São José do Brejo do Cruz;2514651
25;Paraíba;59;Médio Sertão - PB;RC ;São José do Sabugi;2514701
25;Paraíba;27;Cariri Ocidental - PB;RC ;São José dos Cordeiros;2514800
25;Paraíba;59;Médio Sertão - PB;RC ;São Mamede;2514909
25;Paraíba;120;Zona Da Mata Sul - PB;RC ;São Miguel de Taipu;2515005
25;Paraíba;24;Borborema - PB;RC ;São Sebastião de Lagoa de Roça;2515104
25;Paraíba;27;Cariri Ocidental - PB;RC ;São Sebastião do Umbuzeiro;2515203
25;Paraíba;103;Zona Da Mata Norte - PB;RC ;Sapé;2515302
25;Paraíba;200;Seridó Paraibano - PB;NV ;Seridó;2515401
25;Paraíba;27;Cariri Ocidental - PB;RC ;Serra Branca;2515500
25;Paraíba;199;Piemonte da Borborema - PB;NV ;Serra da Raiz;2515609
25;Paraíba;203;Vale do Piancó - PB;NV ;Serra Grande;2515708
25;Paraíba;24;Borborema - PB;RC ;Serra Redonda;2515807
25;Paraíba;24;Borborema - PB;RC ;Serraria;2515906
25;Paraíba;199;Piemonte da Borborema - PB;NV ;Sertãozinho;2515930
25;Paraíba;103;Zona Da Mata Norte - PB;RC ;Sobrado;2515971
25;Paraíba;24;Borborema - PB;RC ;Solânea;2516003
25;Paraíba;159;Cariri Oriental - PB;TR ;Soledade;2516102
25;Paraíba;160;Curimataú - PB;RC ;Sossêgo;2516151
25;Paraíba;204;Vale do Piranhas - PB;NV ;Sousa;2516201
25;Paraíba;27;Cariri Ocidental - PB;RC ;Sumé;2516300
25;Paraíba;199;Piemonte da Borborema - PB;NV ;Campo de Santana;2516409
25;Paraíba;27;Cariri Ocidental - PB;RC ;Taperoá;2516508
25;Paraíba;201;Serra do Teixeira (Princesa) - PB;NV ;Tavares;2516607
25;Paraíba;59;Médio Sertão - PB;RC ;Teixeira;2516706
25;Paraíba;200;Seridó Paraibano - PB;NV ;Tenório;2516755
25;Paraíba;197;Alto Sertão - PB;NV ;Triunfo;2516805
25;Paraíba;197;Alto Sertão - PB;NV ;Uiraúna;2516904
25;Paraíba;202;Vale do Paraíba - PB;NV ;Umbuzeiro;2517001
25;Paraíba;59;Médio Sertão - PB;RC ;Várzea;2517100
25;Paraíba;204;Vale do Piranhas - PB;NV ;Vieirópolis;2517209
25;Paraíba;27;Cariri Ocidental - PB;RC ;Zabelê;2517407
26;Pernambuco;82;Sertão Do Pajeú - PE;RC ;Afogados da Ingazeira;2600104
26;Pernambuco;83;Sertão Do São Francisco - PE;RC ;Afrânio;2600203
26;Pernambuco;3;Agreste Central - PE;TR ;Agrestina;2600302
26;Pernambuco;54;Mata Sul - PE;RC ;Água Preta;2600401
26;Pernambuco;2;Agreste Meridional - PE;RC ;Águas Belas;2600500
26;Pernambuco;153;Mata Norte - PE;TR ;Aliança;2600708
26;Pernambuco;54;Mata Sul - PE;RC ;Amaraji;2600906
26;Pernambuco;2;Agreste Meridional - PE;RC ;Angelim;2601003
26;Pernambuco;81;Sertão do Araripe - PE;RC ;Araripina;2601102
26;Pernambuco;54;Mata Sul - PE;RC ;Barreiros;2601409
26;Pernambuco;54;Mata Sul - PE;RC ;Belém de Maria;2601508
26;Pernambuco;118;Itaparica - BA/PE;RC ;Belém de São Francisco;2601607
26;Pernambuco;3;Agreste Central - PE;TR ;Belo Jardim;2601706
26;Pernambuco;3;Agreste Central - PE;TR ;Bezerros;2601904
26;Pernambuco;81;Sertão do Araripe - PE;RC ;Bodocó;2602001
26;Pernambuco;2;Agreste Meridional - PE;RC ;Bom Conselho;2602100
26;Pernambuco;205;Agreste Setentrional - PE;NV ;Bom Jardim;2602209
26;Pernambuco;54;Mata Sul - PE;RC ;Bonito;2602308
26;Pernambuco;82;Sertão Do Pajeú - PE;RC ;Brejinho;2602506
26;Pernambuco;3;Agreste Central - PE;TR ;Brejo da Madre de Deus;2602605
26;Pernambuco;153;Mata Norte - PE;TR ;Buenos Aires;2602704
26;Pernambuco;2;Agreste Meridional - PE;RC ;Buíque;2602803
26;Pernambuco;83;Sertão Do São Francisco - PE;RC ;Cabrobó;2603009
26;Pernambuco;2;Agreste Meridional - PE;RC ;Caetés;2603207
26;Pernambuco;82;Sertão Do Pajeú - PE;RC ;Calumbi;2603405
26;Pernambuco;153;Mata Norte - PE;TR ;Camutanga;2603603
26;Pernambuco;2;Agreste Meridional - PE;RC ;Capoeiras;2603801
26;Pernambuco;82;Sertão Do Pajeú - PE;RC ;Carnaíba;2603900
26;Pernambuco;118;Itaparica - BA/PE;RC ;Carnaubeira da Penha;2603926
26;Pernambuco;153;Mata Norte - PE;TR ;Carpina;2604007
26;Pernambuco;3;Agreste Central - PE;TR ;Caruaru;2604106
26;Pernambuco;205;Agreste Setentrional - PE;NV ;Casinhas;2604155
26;Pernambuco;54;Mata Sul - PE;RC ;Catende;2604205
26;Pernambuco;153;Mata Norte - PE;TR ;Chã de Alegria;2604403
26;Pernambuco;153;Mata Norte - PE;TR ;Condado;2604601
26;Pernambuco;54;Mata Sul - PE;RC ;Cortês;2604809
26;Pernambuco;205;Agreste Setentrional - PE;NV ;Cumaru;2604908
26;Pernambuco;83;Sertão Do São Francisco - PE;RC ;Dormentes;2605152
26;Pernambuco;81;Sertão do Araripe - PE;RC ;Exu;2605301
26;Pernambuco;205;Agreste Setentrional - PE;NV ;Feira Nova;2605400
26;Pernambuco;153;Mata Norte - PE;TR ;Ferreiros;2605509
26;Pernambuco;82;Sertão Do Pajeú - PE;RC ;Flores;2605608
26;Pernambuco;118;Itaparica - BA/PE;RC ;Floresta;2605707
26;Pernambuco;205;Agreste Setentrional - PE;NV ;Frei Miguelinho;2605806
26;Pernambuco;54;Mata Sul - PE;RC ;Gameleira;2605905
26;Pernambuco;2;Agreste Meridional - PE;RC ;Garanhuns;2606002
26;Pernambuco;153;Mata Norte - PE;TR ;Glória do Goitá;2606101
26;Pernambuco;153;Mata Norte - PE;TR ;Goiana;2606200
26;Pernambuco;81;Sertão do Araripe - PE;RC ;Granito;2606309
26;Pernambuco;2;Agreste Meridional - PE;RC ;Iati;2606507
26;Pernambuco;2;Agreste Meridional - PE;RC ;Ibimirim;2606606
26;Pernambuco;2;Agreste Meridional - PE;RC ;Ibirajuba;2606705
26;Pernambuco;82;Sertão Do Pajeú - PE;RC ;Iguaraci;2606903
26;Pernambuco;2;Agreste Meridional - PE;RC ;Inajá;2607000
26;Pernambuco;82;Sertão Do Pajeú - PE;RC ;Ingazeira;2607109
26;Pernambuco;81;Sertão do Araripe - PE;RC ;Ipubi;2607307
26;Pernambuco;118;Itaparica - BA/PE;RC ;Itacuruba;2607406
26;Pernambuco;2;Agreste Meridional - PE;RC ;Itaíba;2607505
26;Pernambuco;153;Mata Norte - PE;TR ;Itambé;2607653
26;Pernambuco;82;Sertão Do Pajeú - PE;RC ;Itapetim;2607703
26;Pernambuco;153;Mata Norte - PE;TR ;Itaquitinga;2607802
26;Pernambuco;54;Mata Sul - PE;RC ;Jaqueira;2607950
26;Pernambuco;3;Agreste Central - PE;TR ;Jataúba;2608008
26;Pernambuco;118;Itaparica - BA/PE;RC ;Jatobá;2608057
26;Pernambuco;205;Agreste Setentrional - PE;NV ;João Alfredo;2608107
26;Pernambuco;54;Mata Sul - PE;RC ;Joaquim Nabuco;2608206
26;Pernambuco;153;Mata Norte - PE;TR ;Lagoa do Carro;2608453
26;Pernambuco;153;Mata Norte - PE;TR ;Lagoa do Itaenga;2608503
26;Pernambuco;83;Sertão Do São Francisco - PE;RC ;Lagoa Grande;2608750
26;Pernambuco;205;Agreste Setentrional - PE;NV ;Limoeiro;2608909
26;Pernambuco;153;Mata Norte - PE;TR ;Macaparana;2609006
26;Pernambuco;205;Agreste Setentrional - PE;NV ;Machados;2609105
26;Pernambuco;2;Agreste Meridional - PE;RC ;Manari;2609154
26;Pernambuco;54;Mata Sul - PE;RC ;Maraial;2609204
26;Pernambuco;82;Sertão Do Pajeú - PE;RC ;Mirandiba;2609303
26;Pernambuco;153;Mata Norte - PE;TR ;Nazaré da Mata;2609501
26;Pernambuco;205;Agreste Setentrional - PE;NV ;Orobó;2609709
26;Pernambuco;83;Sertão Do São Francisco - PE;RC ;Orocó;2609808
26;Pernambuco;81;Sertão do Araripe - PE;RC ;Ouricuri;2609907
26;Pernambuco;54;Mata Sul - PE;RC ;Palmares;2610004
26;Pernambuco;2;Agreste Meridional - PE;RC ;Paranatama;2610301
26;Pernambuco;205;Agreste Setentrional - PE;NV ;Passira;2610509
26;Pernambuco;153;Mata Norte - PE;TR ;Paudalho;2610608
26;Pernambuco;2;Agreste Meridional - PE;RC ;Pedra;2610806
26;Pernambuco;118;Itaparica - BA/PE;RC ;Petrolândia;2611002
26;Pernambuco;83;Sertão Do São Francisco - PE;RC ;Petrolina;2611101
26;Pernambuco;54;Mata Sul - PE;RC ;Primavera;2611408
26;Pernambuco;82;Sertão Do Pajeú - PE;RC ;Quixaba;2611533
26;Pernambuco;3;Agreste Central - PE;TR ;Riacho das Almas;2611705
26;Pernambuco;54;Mata Sul - PE;RC ;Ribeirão;2611804
26;Pernambuco;54;Mata Sul - PE;RC ;Rio Formoso;2611903
26;Pernambuco;205;Agreste Setentrional - PE;NV ;Salgadinho;2612109
26;Pernambuco;2;Agreste Meridional - PE;RC ;Saloá;2612307
26;Pernambuco;81;Sertão do Araripe - PE;RC ;Santa Cruz;2612455
26;Pernambuco;82;Sertão Do Pajeú - PE;RC ;Santa Cruz da Baixa Verde;2612471
26;Pernambuco;3;Agreste Central - PE;TR ;Santa Cruz do Capibaribe;2612505
26;Pernambuco;81;Sertão do Araripe - PE;RC ;Santa Filomena;2612554
26;Pernambuco;83;Sertão Do São Francisco - PE;RC ;Santa Maria da Boa Vista;2612604
26;Pernambuco;205;Agreste Setentrional - PE;NV ;Santa Maria do Cambucá;2612703
26;Pernambuco;82;Sertão Do Pajeú - PE;RC ;Santa Terezinha;2612802
26;Pernambuco;54;Mata Sul - PE;RC ;São Benedito do Sul;2612901
26;Pernambuco;2;Agreste Meridional - PE;RC ;São Bento do Una;2613008
26;Pernambuco;3;Agreste Central - PE;TR ;São Caitano;2613107
26;Pernambuco;54;Mata Sul - PE;RC ;São José da Coroa Grande;2613404
26;Pernambuco;82;Sertão Do Pajeú - PE;RC ;São José do Belmonte;2613503
26;Pernambuco;82;Sertão Do Pajeú - PE;RC ;São José do Egito;2613602
26;Pernambuco;205;Agreste Setentrional - PE;NV ;São Vicente Ferrer;2613800
26;Pernambuco;82;Sertão Do Pajeú - PE;RC ;Serra Talhada;2613909
26;Pernambuco;82;Sertão Do Pajeú - PE;RC ;Sertânia;2614105
26;Pernambuco;81;Sertão do Araripe - PE;RC ;Moreilândia;2614303
26;Pernambuco;82;Sertão Do Pajeú - PE;RC ;Solidão;2614402
26;Pernambuco;205;Agreste Setentrional - PE;NV ;Surubim;2614501
26;Pernambuco;82;Sertão Do Pajeú - PE;RC ;Tabira;2614600
26;Pernambuco;3;Agreste Central - PE;TR ;Tacaimbó;2614709
26;Pernambuco;118;Itaparica - BA/PE;RC ;Tacaratu;2614808
26;Pernambuco;54;Mata Sul - PE;RC ;Tamandaré;2614857
26;Pernambuco;3;Agreste Central - PE;TR ;Taquaritinga do Norte;2615003
26;Pernambuco;2;Agreste Meridional - PE;RC ;Terezinha;2615102
26;Pernambuco;153;Mata Norte - PE;TR ;Timbaúba;2615300
26;Pernambuco;153;Mata Norte - PE;TR ;Tracunhaém;2615508
26;Pernambuco;81;Sertão do Araripe - PE;RC ;Trindade;2615607
26;Pernambuco;82;Sertão Do Pajeú - PE;RC ;Triunfo;2615706
26;Pernambuco;2;Agreste Meridional - PE;RC ;Tupanatinga;2615805
26;Pernambuco;82;Sertão Do Pajeú - PE;RC ;Tuparetama;2615904
26;Pernambuco;2;Agreste Meridional - PE;RC ;Venturosa;2616001
26;Pernambuco;205;Agreste Setentrional - PE;NV ;Vertente do Lério;2616183
26;Pernambuco;205;Agreste Setentrional - PE;NV ;Vertentes;2616209
26;Pernambuco;153;Mata Norte - PE;TR ;Vicência;2616308
26;Pernambuco;54;Mata Sul - PE;RC ;Xexéu;2616506
27;Alagoas;40;Do Alto Sertão - AL;RC ;Água Branca;2700102
27;Alagoas;39;Do Agreste - AL;RC ;Arapiraca;2700300
27;Alagoas;126;Mata Alagoana - AL;RC ;Atalaia;2700409
27;Alagoas;41;Do Litoral Norte - AL;RC ;Barra de Santo Antônio;2700508
27;Alagoas;176;Litoral/Mata Sul e Regiões Lacunares - AL;NV ;Barra de São Miguel;2700607
27;Alagoas;36;Da Bacia Leiteira - AL;RC ;Batalha;2700706
27;Alagoas;36;Da Bacia Leiteira - AL;RC ;Belo Monte;2700904
27;Alagoas;126;Mata Alagoana - AL;RC ;Branquinha;2701100
27;Alagoas;36;Da Bacia Leiteira - AL;RC ;Cacimbinhas;2701209
27;Alagoas;126;Mata Alagoana - AL;RC ;Cajueiro;2701308
27;Alagoas;41;Do Litoral Norte - AL;RC ;Campestre;2701357
27;Alagoas;39;Do Agreste - AL;RC ;Campo Grande;2701506
27;Alagoas;40;Do Alto Sertão - AL;RC ;Canapi;2701605
27;Alagoas;126;Mata Alagoana - AL;RC ;Capela;2701704
27;Alagoas;42;Do Médio Sertão - AL;RC ;Carneiros;2701803
27;Alagoas;126;Mata Alagoana - AL;RC ;Chã Preta;2701902
27;Alagoas;39;Do Agreste - AL;RC ;Coité do Nóia;2702009
27;Alagoas;176;Litoral/Mata Sul e Regiões Lacunares - AL;NV ;Coqueiro Seco;2702207
27;Alagoas;175;Baixo São Francisco - AL;NV ;Coruripe;2702306
27;Alagoas;39;Do Agreste - AL;RC ;Craíbas;2702355
27;Alagoas;40;Do Alto Sertão - AL;RC ;Delmiro Gouveia;2702405
27;Alagoas;42;Do Médio Sertão - AL;RC ;Dois Riachos;2702504
27;Alagoas;39;Do Agreste - AL;RC ;Estrela de Alagoas;2702553
27;Alagoas;39;Do Agreste - AL;RC ;Feira Grande;2702603
27;Alagoas;175;Baixo São Francisco - AL;NV ;Feliz Deserto;2702702
27;Alagoas;39;Do Agreste - AL;RC ;Girau do Ponciano;2702900
27;Alagoas;126;Mata Alagoana - AL;RC ;Ibateguara;2703007
27;Alagoas;39;Do Agreste - AL;RC ;Igaci;2703106
27;Alagoas;175;Baixo São Francisco - AL;NV ;Igreja Nova;2703205
27;Alagoas;40;Do Alto Sertão - AL;RC ;Inhapi;2703304
27;Alagoas;36;Da Bacia Leiteira - AL;RC ;Jacaré dos Homens;2703403
27;Alagoas;41;Do Litoral Norte - AL;RC ;Jacuípe;2703502
27;Alagoas;41;Do Litoral Norte - AL;RC ;Japaratinga;2703601
27;Alagoas;36;Da Bacia Leiteira - AL;RC ;Jaramataia;2703700
27;Alagoas;176;Litoral/Mata Sul e Regiões Lacunares - AL;NV ;Jequiá da Praia;2703759
27;Alagoas;41;Do Litoral Norte - AL;RC ;Jundiá;2703908
27;Alagoas;39;Do Agreste - AL;RC ;Junqueiro;2704005
27;Alagoas;39;Do Agreste - AL;RC ;Lagoa da Canoa;2704104
27;Alagoas;39;Do Agreste - AL;RC ;Limoeiro de Anadia;2704203
27;Alagoas;176;Litoral/Mata Sul e Regiões Lacunares - AL;NV ;Maceió;2704302
27;Alagoas;36;Da Bacia Leiteira - AL;RC ;Major Isidoro;2704401
27;Alagoas;41;Do Litoral Norte - AL;RC ;Maragogi;2704500
27;Alagoas;42;Do Médio Sertão - AL;RC ;Maravilha;2704609
27;Alagoas;176;Litoral/Mata Sul e Regiões Lacunares - AL;NV ;Marechal Deodoro;2704708
27;Alagoas;126;Mata Alagoana - AL;RC ;Mar Vermelho;2704906
27;Alagoas;40;Do Alto Sertão - AL;RC ;Mata Grande;2705002
27;Alagoas;41;Do Litoral Norte - AL;RC ;Matriz de Camaragibe;2705101
27;Alagoas;36;Da Bacia Leiteira - AL;RC ;Minador do Negrão;2705309
27;Alagoas;36;Da Bacia Leiteira - AL;RC ;Monteirópolis;2705408
27;Alagoas;126;Mata Alagoana - AL;RC ;Murici;2705507
27;Alagoas;36;Da Bacia Leiteira - AL;RC ;Olho d`Água das Flores;2705705
27;Alagoas;40;Do Alto Sertão - AL;RC ;Olho d`Água do Casado;2705804
27;Alagoas;39;Do Agreste - AL;RC ;Olho d`Água Grande;2705903
27;Alagoas;42;Do Médio Sertão - AL;RC ;Olivença;2706000
27;Alagoas;42;Do Médio Sertão - AL;RC ;Ouro Branco;2706109
27;Alagoas;36;Da Bacia Leiteira - AL;RC ;Palestina;2706208
27;Alagoas;39;Do Agreste - AL;RC ;Palmeira dos Índios;2706307
27;Alagoas;36;Da Bacia Leiteira - AL;RC ;Pão de Açúcar;2706406
27;Alagoas;40;Do Alto Sertão - AL;RC ;Pariconha;2706422
27;Alagoas;41;Do Litoral Norte - AL;RC ;Passo de Camaragibe;2706505
27;Alagoas;126;Mata Alagoana - AL;RC ;Paulo Jacinto;2706604
27;Alagoas;175;Baixo São Francisco - AL;NV ;Penedo;2706703
27;Alagoas;175;Baixo São Francisco - AL;NV ;Piaçabuçu;2706802
27;Alagoas;126;Mata Alagoana - AL;RC ;Pilar;2706901
27;Alagoas;126;Mata Alagoana - AL;RC ;Pindoba;2707008
27;Alagoas;40;Do Alto Sertão - AL;RC ;Piranhas;2707107
27;Alagoas;42;Do Médio Sertão - AL;RC ;Poço das Trincheiras;2707206
27;Alagoas;41;Do Litoral Norte - AL;RC ;Porto Calvo;2707305
27;Alagoas;41;Do Litoral Norte - AL;RC ;Porto de Pedras;2707404
27;Alagoas;175;Baixo São Francisco - AL;NV ;Porto Real do Colégio;2707503
27;Alagoas;126;Mata Alagoana - AL;RC ;Quebrangulo;2707602
27;Alagoas;176;Litoral/Mata Sul e Regiões Lacunares - AL;NV ;Rio Largo;2707701
